Gene Symbol,technical_prompt,uniprot_prompt
KLK2,HeLa cells with KLK2 knockdown showing high migration (distance) and migration (speed),KLK2 normally functions as A kallikrein-like protease. It preferentially converts human high-molecular-weight kininogen (HK) to bradykinin. Is not toxic to mice (By similarity)
KLK4,HeLa cells with KLK4 knockdown showing high migration (distance) and migration (speed),KLK4 normally functions as Has a major role in enamel formation (PubMed:15235027). Required during the maturation stage of tooth development for clearance of enamel proteins and normal structural patterning of the crystalline matrix (By similarity)
KLK5,HeLa cells with KLK5 knockdown showing high migration (distance) and migration (speed),KLK5 normally functions as May be involved in desquamation
KLK6,HeLa cells with KLK6 knockdown showing high migration (distance) and migration (speed),"KLK6 normally functions as Serine protease which exhibits a preference for Arg over Lys in the substrate P1 position and for Ser or Pro in the P2 position. Shows activity against amyloid precursor protein, myelin basic protein, gelatin, casein and extracellular matrix proteins such as fibronectin, laminin, vitronectin and collagen. Degrades alpha-synuclein and prevents its polymerization, indicating that it may be involved in the pathogenesis of Parkinson disease and other synucleinopathies. May be involved in regulation of axon outgrowth following spinal cord injury. Tumor cells treated with a neutralizing KLK6 antibody migrate less than control cells, suggesting a role in invasion and metastasis"
KLK7,HeLa cells with KLK7 knockdown showing high migration (distance),KLK7 normally functions as Glandular kallikreins cleave Met-Lys and Arg-Ser bonds in kininogen to release Lys-bradykinin. Predominant kallikrein protein in the kidney
KLK9,HeLa cells with KLK9 knockdown showing high migration (speed),
KLKB1,HeLa cells with KLKB1 knockdown showing low migration (distance),"KLKB1 normally functions as The enzyme cleaves Lys-Arg and Arg-Ser bonds. It activates, in a reciprocal reaction, factor XII after its binding to a negatively charged surface. It also releases bradykinin from HMW kininogen and may also play a role in the renin-angiotensin system by converting prorenin into renin (By similarity)"
KREMEN1,HeLa cells with KREMEN1 knockdown showing high migration (distance),"KREMEN1 normally functions as Receptor for Dickkopf proteins. Cooperates with DKK1/2 proteins to inhibit Wnt/beta-catenin signaling by promoting the endocytosis of Wnt receptors LRP5 and LRP6. In the absence of DKK1, potentiates Wnt-beta-catenin signaling by maintaining LRP5 or LRP6 at the cell membrane (PubMed:17978005, PubMed:18314504)"
KREMEN2,HeLa cells with KREMEN2 knockdown showing high migration (distance) and migration (speed),KREMEN2 normally functions as Receptor for Dickkopf proteins. Cooperates with DKK1/2 to inhibit Wnt/beta-catenin signaling by promoting the endocytosis of Wnt receptors LRP5 and LRP6 (PubMed:12050670). Plays a role in limb development; attenuates Wnt signaling in the developing limb to allow normal limb patterning and can also negatively regulate bone formation (PubMed:18505822)
LGMN,,"LGMN normally functions as Has a strict specificity for hydrolysis of asparaginyl bonds (PubMed:23776206). Can also cleave aspartyl bonds slowly, especially under acidic conditions (PubMed:23776206). Involved in the processing of proteins for MHC class II antigen presentation in the lysosomal/endosomal system (PubMed:9872320). Also involved in MHC class I antigen presentation in cross-presenting dendritic cells by mediating cleavage and maturation of Perforin-2 (MPEG1), thereby promoting antigen translocation in the cytosol (By similarity). Required for normal lysosomal protein degradation in renal proximal tubules (By similarity). Required for normal degradation of internalized EGFR (By similarity). Plays a role in the regulation of cell proliferation via its role in EGFR degradation (By similarity)"
LMTK2,HeLa cells with LMTK2 knockdown showing high migration (distance) and increased proliferation,"LMTK2 normally functions as Phosphorylates PPP1C, phosphorylase b and CFTR"
LONP1,HeLa cells with LONP1 knockdown showing high migration (distance),"LONP1 normally functions as ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix (PubMed:12198491, PubMed:15870080, PubMed:17579211, PubMed:37327776, PubMed:8248235). Endogenous substrates include mitochondrial steroidogenic acute regulatory (StAR) protein, DELE1, helicase Twinkle (TWNK) and the large ribosomal subunit protein MRPL32/bL32m (PubMed:17579211, PubMed:28377575, PubMed:37327776). MRPL32/bL32m is protected from degradation by LONP1 when it is bound to a nucleic acid (RNA), but TWNK is not (PubMed:17579211, PubMed:28377575). May also have a chaperone function in the assembly of inner membrane protein complexes (By similarity). Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome (PubMed:17420247). Binds to mitochondrial promoters and RNA in a single-stranded, site-specific, and strand-specific manner (PubMed:17420247). May regulate mitochondrial DNA replication and/or gene expression using site-specific, single-stranded DNA binding to target the degradation of regulatory proteins binding to adjacent sites in mitochondrial promoters (PubMed:14739292, PubMed:17420247)"
LONP2,,LONP2 normally functions as ATP-dependent serine protease that mediates the selective degradation of misfolded and unassembled polypeptides in the peroxisomal matrix. Necessary for type 2 peroxisome targeting signal (PTS2)-containing protein processing and facilitates peroxisome matrix protein import. May indirectly regulate peroxisomal fatty acid beta-oxidation through degradation of the self-processed forms of TYSND1
LPA,HeLa cells with LPA knockdown showing high migration (distance) and migration (speed),LPA normally functions as Apo(a) is the main constituent of lipoprotein(a) (Lp(a)). It has serine proteinase activity and is able of autoproteolysis. Inhibits tissue-type plasminogen activator 1. Lp(a) may be a ligand for megalin/Gp 330
LYPLA1,HeLa cells with LYPLA1 knockdown showing high migration (distance) and low increased proliferation,"LYPLA1 normally functions as Acts as an acyl-protein thioesterase. Hydrolyzes fatty acids from S-acylated cysteine residues in proteins such as trimeric G alpha proteins or HRAS. Acts as a palmitoyl thioesterase that catalyzes depalmitoylation of proteins, such as ADRB2, KCNMA1 and SQSTM1. Acts as a negative regulator of autophagy by mediating palmitoylation of SQSTM1, decreasing affinity between SQSTM1 and ATG8 proteins and recruitment of ubiquitinated cargo proteins to autophagosomes. Acts as a lysophospholipase and hydrolyzes lysophosphatidylcholine (lyso-PC) (By similarity). Also hydrolyzes lysophosphatidylethanolamine (lyso-PE), lysophosphatidylinositol (lyso-PI) and lysophosphatidylserine (lyso-PS) (By similarity). Has much higher thioesterase activity than lysophospholipase activity. Contributes to the production of lysophosphatidic acid (LPA) during blood coagulation by recognizing and cleaving plasma phospholipids to generate lysophospholipids which in turn act as substrates for ENPP2 to produce LPA (By similarity)"
LYPLA2P1,,
LYPLA3,,"LYPLA3 normally functions as Has dual calcium-independent phospholipase and O-acyltransferase activities with a potential role in glycerophospholipid homeostasis and remodeling of acyl groups of lipophilic alcohols present in acidic cellular compartments (PubMed:11790796, PubMed:9525960). Catalyzes hydrolysis of the ester bond of the fatty acyl group attached at sn-1 or sn-2 position of phospholipids (phospholipase A1 or A2 activity) and transfer it to the hydroxyl group at the first carbon of lipophilic alcohols (O-acyltransferase activity) (PubMed:11790796, PubMed:9525960). Among preferred fatty acyl donors are phosphatidylcholines, phosphatidylethanolamines, phosphatidylglycerols and phosphatidylserines. Favors sn-2 over sn-1 deacylation of unsaturated fatty acyl groups of phosphatidylcholines, phosphatidylethanolamines, and phosphatidylglycerols (By similarity). Among preferred fatty acyl acceptors are natural lipophilic alcohols including short-chain ceramide N-acetyl-sphingosine (C2 ceramide), alkylacylglycerols, monoacylglycerols, and acylethanolamides such as anandamide and oleoylethanolamide. Selectively hydrolyzes the sn-1 fatty acyl group of truncated oxidized phospholipids and may play a role in detoxification of reactive oxidized phospholipids during oxidative stress (By similarity). Required for normal phospholipid degradation in alveolar macrophages with potential implications in the clearance of pulmonary surfactant, which is mainly composed of dipalmitoylphosphatidylcholine (1,2-dihexadecanoyl-sn-glycero-3-phosphocholine) (By similarity). Involved in the first step of bis(monoacylglycero)phosphate (BMP) de novo synthesis from phosphatidylglycerol (1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol), PG) (By similarity). BMP is an important player in cargo sorting and degradation, regulation of cellular cholesterol levels and intercellular communication. At neutral pH, hydrolyzes the sn-1 fatty acyl group of the lysophosphatidylcholines (By similarity)"
LYPLAL1,HeLa cells with LYPLAL1 knockdown showing low migration (distance),"LYPLAL1 normally functions as Palmitoyl thioesterase that catalyzes depalmitoylation of CGAS and KCNMA1 (PubMed:22052940, PubMed:22399288, PubMed:37802025). Acts as a regulator of innate immunity by mediating depalmitoylation of CGAS, thereby preventing CGAS homodimerization and cyclic GMP-AMP synthase activity (PubMed:37802025). Does not exhibit phospholipase nor triacylglycerol lipase activity, able to hydrolyze only short chain substrates due to its shallow active site (PubMed:22052940)"
MASP1,HeLa cells with MASP1 knockdown showing low migration (distance),"MASP1 normally functions as Functions in the lectin pathway of complement, which performs a key role in innate immunity by recognizing pathogens through patterns of sugar moieties and neutralizing them. The lectin pathway is triggered upon binding of mannan-binding lectin (MBL) and ficolins to sugar moieties which leads to activation of the associated proteases MASP1 and MASP2. Functions as an endopeptidase and may activate MASP2 or C2 or directly activate C3 the key component of complement reaction. Isoform 2 may have an inhibitory effect on the activation of the lectin pathway of complement or may cleave IGFBP5. Also plays a role in development"
MASP2,"HeLa cells with MASP2 knockdown showing high migration (distance), migration (speed) and increased proliferation","MASP2 normally functions as Serum protease that plays an important role in the activation of the complement system via mannose-binding lectin. After activation by auto-catalytic cleavage it cleaves C2 and C4, leading to their activation and to the formation of C3 convertase"
